mz,rt,height,intensity,rt_min,rt_max,mz_min,mz_max,SN,peakwidth
276.986495172201,2.2365327,31871.009765625,76123.6266577846,2.2365327,2.2678993,276.986175537109,276.98675537109403,11,0.0313665999999998
276.986511305837,2.1749264,44508.05078125,385293.89979939896,2.0496263999999997,2.2678993,276.98626708984403,276.986663818359,11,0.2182729
241.216082871311,2.3920828,27397.173828125,114104.111941446,2.3452452,2.4384327999999997,241.21607971191398,241.216094970703,27396,0.0931876000000003
331.17894235755904,2.2678993,88669.09375,1243129.90993004,2.002966,2.5621806,331.178619384766,331.17938232421903,7,0.559214600000001
605.827327324964,2.3920828,58971.46875,228400.944047243,2.2212098,2.4384327999999997,605.827209472656,605.8275146484381,25,0.217223
232.027930239308,2.2678993,53214.08984375,757205.7985721279,2.0341786,2.4846264,232.027648925781,232.028137207031,13,0.4504478
251.950573036366,2.4846264,50054.59765625,183232.731833582,2.4231181,2.546866,251.950439453125,251.950744628906,7,0.12374790000000001
665.826531456421,2.5156617999999997,81965.421875,435603.529905335,2.407689,2.7011138999999997,665.825866699219,665.8271484375,7,0.29342490000000004
146.99640660107,2.2212098,85082.140625,1644297.71522568,1.9714952000000001,2.7163077,146.996276855469,146.996505737305,8,0.7448125
322.295136541473,2.6237847999999997,43850.54296875,181865.110122896,2.5621806,2.6855077,322.295043945313,322.29522705078097,15,0.1233271
869.787318718104,2.6237847999999997,96198.1640625,340741.714690848,2.5156617999999997,2.6701577000000003,869.786987304688,869.78759765625,7,0.1544959
296.911816600868,2.6237847999999997,70369.21875,381346.91553105204,2.4694743999999997,2.8857223,296.911743164063,296.911956787109,7,0.4162479
571.832990257613,2.6701577000000003,80690.4921875,396755.820281442,2.5777702999999996,2.8395556,571.8326416015631,571.833190917969,6,0.2617853
173.028693166918,0.86225763,640698.625,12095578.9027054,0.67506393,1.034641,173.028594970703,173.028732299805,29,0.35957707
173.028682864725,1.6434577000000001,625604.4375,13495177.0893383,1.377941,1.7839702000000002,173.028564453125,173.028762817383,28,0.4060292
173.02864072261002,0.50979933,632453.3125,5777175.14009842,0.50107635,0.67506393,173.028564453125,173.02868652343795,29,0.17398758
732.3421724256509,2.7011138999999997,53745.80859375,239247.562243489,2.5931243999999998,2.7625286,732.340576171875,732.343139648438,6,0.1694042
255.090113866463,2.2212098,208117.34375,3122007.27878229,2.002966,2.4846264,255.08996582031293,255.090270996094,10,0.48166040000000004
700.8551019864259,2.8395556,50856.9296875,179233.23978619106,2.7934181000000002,2.8857223,700.853637695313,700.8566284179691,50856,0.09230419999999999
107.037180045786,2.2835036,94451.484375,1764116.16060625,1.9400015,2.4846264,107.037071228027,107.03723907470699,7,0.5446249
171.112621979887,2.9473827999999997,43388.484375,164888.878150677,2.9011577999999996,3.1011743999999997,171.112594604492,171.112701416016,10,0.20001660000000002
394.873885942135,2.9473827999999997,40791.23046875,264007.479480866,2.8087492999999997,3.0548847,394.873718261719,394.874114990234,11,0.24613539999999998
765.334868121168,3.0241765,54318.84765625,262071.109404257,2.9473827999999997,3.0858182000000003,765.3340454101559,765.3355102539059,10,0.13843540000000001
639.854116262426,2.9933535,96260.59375,736063.039167665,2.8087492999999997,3.2091306,639.853698730469,639.8544921875,7,0.4003813
880.7846458402,3.008766,154099.109375,2121177.28547207,2.8087492999999997,3.2398639,880.781127929688,880.786499023438,8,0.43111459999999996
686.832521480733,2.5315327,144265.875,2815788.61403922,2.2519763999999998,2.854839,686.831787109375,686.8336181640631,7,0.6028626
282.975911157915,2.4231181,135267.34375,2710481.87544782,2.1279868,2.7163077,282.975708007813,282.97613525390597,12,0.5883209
849.7998422087151,2.7625286,178728.4375,2871689.51846573,2.407689,2.9165556,849.79736328125,849.801513671875,11,0.5088666000000001
781.812778019681,2.7316078,261011.625,4374506.6476961,2.3605765,2.9473827999999997,781.811157226563,781.8141479492191,15,0.5868063
781.8120015108383,3.0858182000000003,242707.921875,2730862.22173442,2.9473827999999997,3.3943160000000003,781.8103637695309,781.8139038085941,14,0.446933199999999
651.854851123533,3.008766,284277.46875,3871123.11760937,2.854839,3.224564,651.8538818359381,651.85546875,14,0.369725
546.865595871077,2.7625286,256081.03125,2072255.24904667,2.6084765,2.8857223,546.8651123046881,546.8660888671881,16,0.2772458
753.836073060197,2.9165556,188553.3125,4392872.01714814,2.6393077999999996,3.3943160000000003,753.834594726563,753.837158203125,16,0.7550081999999989
962.7780995846659,2.7469577999999997,222248.203125,3312420.82398559,2.3920828,2.9318536,962.7756958007808,962.780639648438,11,0.5397708000000001
744.8105637783791,2.5777702999999996,181732.671875,2650986.03576165,2.3762347999999998,2.8243389,744.809204101563,744.8118286132809,11,0.4481041
135.038574889917,2.2212098,188850.09375,3350959.26288634,1.9089348000000002,2.4694743999999997,135.038513183594,135.038665771484,13,0.5605396
173.98467087236,3.2861535,30066.072265625,135551.948112848,3.224564,3.3481827000000006,173.98460388183602,173.98484802246102,10,0.12361869999999996
658.8741736753859,2.8857223,180467.34375,3587944.24752741,2.7625286,3.4411827000000006,658.873474121094,658.875,12,0.678654100000001
662.852042417529,3.008766,285152.03125,7879439.18223552,2.407689,3.3016306,662.851135253906,662.8526611328131,13,0.8939415999999999
719.84237174873,2.7163077,206854.203125,2150754.46466166,2.4384327999999997,2.7934181000000002,719.8411254882809,719.8434448242191,17,0.3549853
721.813593921181,2.6855077,255322.6875,3376441.38213235,2.3452452,2.8395556,721.8124389648441,721.8153686523441,17,0.49431040000000104
721.8136824989972,3.1164577999999996,306032.625,4429626.86224572,2.854839,3.3481827000000006,721.811767578125,721.814819335938,21,0.4933437
900.8079256206212,2.9626431,237251.453125,6603212.01654577,2.3605765,3.5339181000000006,900.8056640625,900.8098754882808,13,1.1733416
920.760596244896,3.3016306,102572.265625,320169.33516400104,3.2554556,3.4721367999999995,920.7581176757808,920.762817382812,9,0.2166812
792.8091821957222,2.854839,255974.203125,5171927.52752144,2.3920828,3.0704743999999997,792.807495117188,792.8112182617191,26,0.6783916
802.794127299243,3.3327348,51336.3984375,220789.974406693,3.2708014,3.4411827000000006,802.791381835938,802.79638671875,8,0.17038129999999999
231.966912039809,2.3142973,245872.046875,3699151.09097656,2.0969368000000004,2.5315327,231.966766357422,231.967086791992,8,0.4345959
268.877297493563,3.3327348,49675.84765625,191883.109350792,3.2861535,3.4567223,268.877197265625,268.877349853516,10,0.1705688
750.8274874796698,2.9473827999999997,280404.34375,7753101.22617764,2.3920828,3.4411827000000006,750.8264770507809,750.828735351563,20,1.0490999
795.817998077086,2.9933535,199349.8125,3367420.2908576,2.3920828,3.008766,795.8167114257809,795.819458007813,19,0.6166832
233.99986278165002,2.298966,216871.09375,4508859.32075513,1.9400015,2.6855077,233.99963378906293,233.999969482422,9,0.7455062
617.861479447613,2.9011577999999996,273715.875,3466537.20502357,2.7469577999999997,3.0395743,617.860778808594,617.862243652344,19,0.2926165
818.815010386749,2.9933535,214784.484375,2058065.87999832,2.8857223,3.162664,818.813720703125,818.8165893554691,28,0.2769417
818.8145285106972,2.5621806,130344.796875,1002520.74797611,2.4231181,2.6701577000000003,818.812622070313,818.815673828125,17,0.24703960000000005
153.004953364025,2.2678993,201803.765625,4095125.47343578,2.002966,2.5777702999999996,153.00485229492202,153.005065917969,12,0.5748043
378.934548992451,2.407689,208528.53125,3999167.61618618,2.0810327,2.7163077,378.93429565429705,378.93484497070295,12,0.635275
815.806792834167,3.008766,233308.46875,3027293.32410707,2.8395556,3.1937264,815.805053710938,815.8081665039059,18,0.3541708
815.806731164039,2.6393077999999996,231922.8125,2741954.06649361,2.3762347999999998,2.8243389,815.8035278320309,815.807739257813,18,0.4481041
724.822224660824,2.9626431,375241.34375,8823914.44455327,2.6084765,3.3943160000000003,724.8214721679691,724.823364257813,22,0.7858395
783.7808560574701,3.3943160000000003,71956.4140625,307563.33772728196,3.2554556,3.5030245000000004,783.7798461914059,783.782104492188,6,0.24756889999999998
647.805054023842,3.3943160000000003,105421.7734375,450943.690471226,3.224564,3.5494827000000004,647.8028564453131,647.806335449219,8,0.3249187
682.840186498422,2.6701577000000003,331286.3125,7373500.90522525,2.3605765,2.9779432,682.8392333984381,682.841003417969,17,0.6173666999999999
730.8393189072618,3.0704743999999997,228280.796875,2487753.60181891,2.9165556,3.224564,730.8385620117191,730.8401489257809,18,0.3080084
940.783877818493,3.0241765,229096.375,4206427.42923602,2.8857223,3.5183078,940.78271484375,940.7852172851559,20,0.6325854999999999
940.783672759023,2.7625286,269319.53125,2354004.70425482,2.6393077999999996,2.8857223,940.78271484375,940.784912109375,23,0.2464145
594.8648062210669,2.8702827,269017.9375,7924110.55382314,2.4231181,3.4874347,594.864196777344,594.865539550781,16,1.0643166000000002
611.844462920273,2.6084765,318409.6875,3696940.48267568,2.329889,2.7780848,611.843933105469,611.845153808594,21,0.4481958
611.844284726153,3.008766,269407.4375,5707577.00338691,2.8243389,3.5339181000000006,611.8431396484381,611.844970703125,18,0.7095792
761.824688501504,2.9473827999999997,347113.0,5580348.34774654,2.7316078,3.2708014,761.824096679688,761.825561523438,22,0.5391935999999999
181.03819556192505,2.329889,248770.28125,6724706.4482748015,1.9089348000000002,2.7011138999999997,181.038024902344,181.038299560547,26,0.7921791
181.03817436832801,2.8857223,238573.6875,3646889.19847945,2.7011138999999997,3.1011743999999997,181.0380859375,181.038269042969,28,0.4000605
277.095658025998,2.190241,281914.40625,4909329.56538095,1.9874015,2.5156617999999997,277.095489501953,277.095733642578,17,0.5282603
580.85949355881,2.6084765,222331.203125,3567283.77507616,2.3605765,2.8395556,580.858825683594,580.8602294921881,9,0.4789791
659.84346003944,3.0858182000000003,444548.5,6109142.07504062,2.9473827999999997,3.3943160000000003,659.8424072265631,659.844177246094,18,0.446933199999999
247.014754215922,2.2835036,396052.375,8741497.14619668,1.9714952000000001,2.6701577000000003,247.014587402344,247.014892578125,40,0.6986625
247.0146933053,2.8702827,223738.359375,3338732.17778666,2.6548265,3.0704743999999997,247.014602661133,247.01477050781293,23,0.4156479
125.038783881157,0.56526391,165246.625,2174781.17811333,0.50107635,0.73729516,125.038711547852,125.03884124755899,9,0.23621881
250.974157093557,2.3605765,229237.5625,4087689.10644538,2.0496263999999997,2.6393077999999996,250.97395324707,250.974395751953,13,0.5896814
685.848565838618,2.8395556,318792.5,7818660.17346527,2.3605765,3.3327348,685.847351074219,685.849670410156,26,0.9721583
380.907517316249,2.407689,143723.359375,3336843.52756419,2.1594806,2.7934181000000002,380.907043457031,380.907867431641,9,0.6339375
520.8604931374459,2.9779432,259273.640625,3432564.31222215,2.7934181000000002,3.1472806,520.860046386719,520.861328125,17,0.3538625
679.831362874715,2.8702827,320716.25,2925888.13033125,2.8087492999999997,3.0395743,679.830505371094,679.83203125,20,0.230825
956.760740422827,2.9933535,222456.890625,4020069.48081168,2.7625286,3.2554556,956.7594604492192,956.7620239257808,14,0.4929270000000001
278.969826480159,2.4694743999999997,270889.84375,6824418.44687646,2.0810327,2.8395556,278.96966552734403,278.969970703125,46,0.7585229
278.969833417425,2.9473827999999997,199710.046875,2838661.60986763,2.7934181000000002,3.1164577999999996,278.96966552734403,278.970092773438,34,0.3230397
366.872696322381,3.5339181000000006,49808.40234375,292255.736154809,3.3790703,3.6422492999999996,366.872222900391,366.873168945313,7,0.263179
693.8374808712607,3.0395743,357244.5625,5686219.01297056,2.9165556,3.3634827000000005,693.83642578125,693.8383178710941,13,0.44692709999999997
441.875414908479,3.0241765,231951.296875,3999784.76449412,2.7625286,3.3481827000000006,441.874114990234,441.876159667969,12,0.5856541000000001
550.857873038938,2.3920828,108897.7734375,1280273.21251363,2.2058348,2.5315327,550.857360839844,550.858459472656,11,0.32569790000000004
510.86542173175,2.5315327,185746.59375,3491926.85171543,2.4384327999999997,2.8702827,510.864898681641,510.865905761719,13,0.43184989999999995
510.865183554051,3.0548847,137354.640625,2023233.80338419,2.8702827,3.224564,510.863861083984,510.865814208984,9,0.3542813
509.862888158012,3.0548847,257311.65625,3405919.80746558,2.8243389,3.3172388999999995,509.861724853516,509.863861083984,14,0.4929
262.992248261165,2.329889,382931.21875,7861342.15550344,2.0810327,2.6701577000000003,262.992065429688,262.992401123047,63,0.589125
360.923884862154,2.3920828,294557.8125,7461057.08150668,2.0810327,2.7625286,360.923706054688,360.92410278320295,22,0.6814958999999999
653.826460998031,2.7934181000000002,292163.75,4196642.63990093,2.6084765,2.9626431,653.825927734375,653.8270263671881,19,0.3541666
782.814697139053,2.546866,246450.78125,4075073.6293940004,2.329889,2.8087492999999997,782.8134155273441,782.8157348632809,12,0.4788603
214.98854047544998,2.3142973,235242.625,5120316.51399987,1.9555911,2.6701577000000003,214.988433837891,214.988662719727,20,0.7145666
314.93091986856604,2.500141,220158.875,4356348.30049003,2.2212098,2.8243389,314.930755615234,314.931121826172,18,0.6031291
314.930896013573,2.9779432,184538.765625,2351671.24002072,2.8395556,3.1164577999999996,314.930633544922,314.931060791016,20,0.2769022
625.849864878423,2.9779432,468786.375,10884723.644544099,2.7316078,3.5494827000000004,625.849365234375,625.8504638671881,17,0.8178749
134.037671925528,2.2212098,402107.78125,10859240.1527931,1.8933431,2.5931243999999998,134.037582397461,134.037796020508,28,0.6997813
153.042577647814,2.190241,260165.9375,4717812.72261157,1.8933431,2.407689,153.04251098632798,153.042633056641,23,0.5143459
232.963671712965,2.3452452,332109.96875,5551503.77565485,2.0810327,2.6393077999999996,232.963485717773,232.963760375977,26,0.5582751
338.876896923675,3.6269327000000007,40582.93359375,342880.257910902,3.4721367999999995,3.7820619,338.876556396484,338.877197265625,6,0.30992509999999995
588.847685500956,2.9779432,411875.78125,5858591.62493317,2.8243389,3.1319015,588.847106933594,588.848449707031,21,0.30756259999999996
150.015395330894,2.329889,329721.0625,7229669.08258756,1.9089348000000002,2.7316078,150.01530456543,150.015472412109,45,0.822673
150.015407881639,2.9626431,198278.1875,892018.4540294991,2.9626431,3.0395743,150.01535034179702,150.015472412109,37,0.0769311999999999
150.015413590993,2.5315327,329721.0625,3592957.10105634,2.407689,2.6855077,150.015319824219,150.015472412109,54,0.2778187
150.015402898708,2.9011577999999996,249857.109375,4032073.64625666,2.6855077,3.0395743,150.015335083008,150.015441894531,37,0.35406659999999995
152.04585194045902,2.2212098,266979.6875,4459607.74018916,1.9089348000000002,2.4384327999999997,152.045761108398,152.045913696289,25,0.5294979999999999
234.996644814725,2.329889,238142.390625,4860364.84085661,1.9714952000000001,2.6084765,234.996444702148,234.996734619141,17,0.6369813
249.97733483042802,2.3762347999999998,174942.375,3583245.3878646004,2.0496263999999997,2.6548265,249.977127075195,249.97752380371102,18,0.6052001
484.791599333142,3.6890848,41995.546875,257270.355741508,3.5961888999999996,3.8904223,484.79055786132795,484.7919921875,15,0.29423340000000003
746.782538738669,2.5931243999999998,334201.78125,14443212.1430859,2.2678993,3.4411827000000006,746.782104492188,746.783447265625,16,1.1732833999999999
866.7800050415691,2.6237847999999997,275369.34375,5403168.87477112,2.3142973,2.8857223,866.778930664063,866.7817993164059,14,0.571425
898.730148801275,3.6890848,53239.2265625,200651.418485157,3.6422492999999996,3.735639,898.7294921875,898.7307739257809,8,0.0933897000000002
105.039646538038,2.2365327,517453.875,9637824.68467602,1.924539,2.4384327999999997,105.039604187012,105.039695739746,66,0.5138938
105.039657171474,2.854839,322370.0,3895407.98567017,2.7163077,3.008766,105.039619445801,105.039695739746,41,0.2924583
195.01749120357601,2.3142973,279393.875,10609856.9536366,1.924539,2.9779432,195.017364501953,195.017639160156,28,1.0534042
195.017456785905,3.224564,218151.6875,3313423.05096822,3.0395743,3.4099222,195.017364501953,195.017547607422,22,0.3703479
534.856270806149,3.0548847,219425.46875,3542526.20144428,2.9318536,3.3790703,534.8555908203131,534.8570556640631,18,0.44721669999999897
534.856512003072,2.7469577999999997,295336.15625,3577276.22500772,2.6084765,2.9165556,534.856018066406,534.857116699219,22,0.3080791
163.99458336581998,2.2835036,105246.9609375,1525348.93262644,2.0654286,2.5156617999999997,163.994430541992,163.994689941406,13,0.4502332000000001
168.99564506826098,2.5621806,297396.84375,4202518.28678333,2.4231181,2.7163077,168.995544433594,168.99572753906298,14,0.2931896
376.901549364691,2.407689,298254.5,6207174.93482731,2.1125264,2.7011138999999997,376.901275634766,376.90182495117205,142,0.5885875
376.901457897829,3.1937264,233425.453125,3815576.47729893,2.9779432,3.3943160000000003,376.90109252929705,376.901763916016,100,0.4163728
376.90169806608594,3.6578932,101295.0390625,1496495.14151518,3.4255431000000005,3.8596972999999997,376.901428222656,376.902221679688,48,0.4341542000000001
376.90150396473,2.8395556,291106.84375,3364726.77408897,2.7163077,2.9779432,376.901214599609,376.901916503906,138,0.2616355
458.85555975628,2.407689,483177.40625,12357128.2041869,2.0969368000000004,2.8087492999999997,458.855224609375,458.855895996094,30,0.7118125
458.855414832607,3.6269327000000007,200854.5625,3766933.31347618,3.3790703,3.8751078000000003,458.854736328125,458.855895996094,11,0.4960375
118.978928313806,0.56526391,608778.5,7401078.34207585,0.50107635,0.73729516,118.97888946533199,118.978965759277,92,0.23621881
118.97892695949301,1.6122265,848943.1875,16376613.033817,1.4560952,1.8150263999999998,118.97883605957001,118.97898101806601,128,0.3589312
118.978955990261,2.1279868,850767.3125,22339542.7049757,1.8150263999999998,2.4384327999999997,118.978897094727,118.97899627685499,128,0.6234064
118.978945400635,0.90934941,712923.125,14890930.369803,0.79999304,1.2062161,118.978897094727,118.978973388672,99,0.40622306
165.060685743762,2.2212098,777383.375,16538863.329117902,1.8933431,2.500141,165.060592651367,165.060745239258,149,0.6067979
165.06067960617702,2.8702827,478438.34375,7455436.62399338,2.6855077,3.0395743,165.060623168945,165.06071472168,92,0.35406659999999995
165.060681127826,2.5621806,545042.625,6808196.7595646,2.4384327999999997,2.6855077,165.060607910156,165.060729980469,104,0.2470749
215.920851867248,2.3762347999999998,143243.609375,2919149.08415697,2.1125264,2.7163077,215.92057800293,215.920944213867,8,0.6037813
179.039909947127,2.2058348,297028.40625,4379114.80846979,1.8933431,2.3920828,179.039840698242,179.039978027344,35,0.4987397
179.039935411801,3.3327348,174222.375,2360037.0922403,3.0858182000000003,3.6114889999999997,179.039840698242,179.0400390625,20,0.5256708000000001
465.87398187418,2.4694743999999997,220498.78125,3515652.85339636,2.2212098,2.6548265,465.873168945313,465.875061035156,13,0.4336167
